question,reference,prediction,rouge1,rouge2,rougeL,bleu
What are the symptoms of Metaphyseal dysplasia maxillary hypoplasia brachydactyly ?,"What are the signs and symptoms of Metaphyseal dysplasia maxillary hypoplasia brachydactyly? The Human Phenotype Ontology provides the following list of signs and symptoms for Metaphyseal dysplasia maxillary hypoplasia brachydactyly. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of dental color 90% Brachydactyly syndrome 90% Convex nasal ridge 90% Short philtrum 90% Short stature 90% Thin vermilion border 90% Abnormal form of the vertebral bodies 50% Abnormality of the femur 50% Abnormality of the humerus 50% Camptodactyly of finger 50% Craniofacial hyperostosis 50% Reduced bone mineral density 50% Cerebral cortical atrophy 7.5% Recurrent fractures 7.5% Autosomal dominant inheritance - Flared metaphysis - Hypoplasia of the maxilla - Metaphyseal dysplasia - Multiple small vertebral fractures - Osteoporosis of vertebrae - Platyspondyly - Premature loss of teeth - Short 5th metacarpal - Short middle phalanx of the 2nd finger - Short middle phalanx of the 5th finger - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.","What are the signs and symptoms of Metaphyseal dysplasia maxillary hypoplasia brachydactyly? The Human Phenotype Ontology provides the following list of signs and symptoms for Metaphyseal dysplasia maxillary hypoplasia brachydactyly. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the metacarpal bones 90% Brachydactyly syndrome 90% Hypertelorism 90% Long face 90% Short stature 90% Wide mouth 90% Abnormality of the hip bone 50% Aplasia/Hypoplasia affecting the distal phalanx of finger 50% Aplasia/Hypoplasia of the radius 50% Aplasia/Hypoplasia of the thumb 50% Autosomal dominant inheritance - Brachydactyly syndrome - Broad foot - Clinodactyly - Distal phalan",0.4719,0.4087,0.4372,0.0
Where are murmurs of aortic stenosis and aortic regurgitation best heard?,These murmurs are best heard at the aortic auscultation area.,Murmures can be heard at the apex of the heart (apical).,0.381,0.2105,0.381,0.0
What are signs of dehydration in palliative care patients?,"Dry mouth, low urine output, dizziness, and fatigue.","Dry mouth, sunken eyes, dry skin, decreased urine output, and lethargy.",0.5263,0.2353,0.5263,0.0
Why should patients avoid overuse of nasal sprays?,They can cause rebound congestion.,Overuse can lead to tolerance and decreased effectiveness.,0.1538,0.0,0.1538,0.0
What are the treatments for Trismus-pseudocamptodactyly syndrome ?,How might trismus-pseudocamptodactyly syndrome be treated? While the best treatment options for trismus-pseudocamptodactyly syndrome have not been well established cases of improvement of mouth mobility following surgery and physical therapy have been reported in the medical literature. We recommend that you speak with your healthcare provider to learn more about specific treatment options.,These resources address the diagnosis or management of trismus-pseudocamptodactyly syndrome: - Gene Review: Gene Review: Trismus-Pseudocamptodactyly Syndrome - Genetic Testing Registry: Trismus-pseudocamptodactyly syndrome These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care,0.2667,0.0971,0.1714,0.0
What are the symptoms of Pallister-Killian mosaic syndrome ?,"What are the signs and symptoms of Pallister-Killian mosaic syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for Pallister-Killian mosaic syndrome. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormal hair quantity 90% Aplasia/Hypoplasia of the eyebrow 90% Cognitive impairment 90% Decreased body weight 90% Delayed eruption of teeth 90% Delayed skeletal maturation 90% Downturned corners of mouth 90% Hypohidrosis 90% Joint hypermobility 90% Long philtrum 90% Muscular hypotonia 90% Ptosis 90% Short neck 90% Thin vermilion border 90% Anteverted nares 50% Coarse facial features 50% Frontal bossing 50% Hypertelorism 50% Short nose 50% Telecanthus 50% Upslanted palpebral fissure 50% Abnormality of the soft palate 7.5% Strabismus 7.5% Urogenital fistula 7.5% Anal atresia - Anal stenosis - Anteriorly placed anus - Aortic valve stenosis - Aplasia of the uterus - Atria septal defect - Bifid uvula - Broad foot - Broad palm - Cataract - Cleft palate - Clinodactyly of the 5th finger - Coarctation of aorta - Congenital diaphragmatic hernia - Congenital hip dislocation - Cryptorchidism - Depressed nasal bridge - Epicanthus - Flexion contracture - Full cheeks - Hearing impairment - Hyperpigmented streaks - Hypertonia - Hypertrophic cardiomyopathy - Hypopigmented streaks - Hypoplastic labia majora - Hypospadias - Inguinal hernia - Intellectual disability, profound - Intestinal malrotation - Kyphoscoliosis - Macrocephaly - Macroglossia - Macrotia - Mesomelia - Mesomelic/rhizomelic limb shortening - Obesity - Omphalocele - Patent ductus arteriosus - Postaxial foot polydactyly - Postaxial hand polydactyly - Postnatal microcephaly - Prominent forehead - Proptosis - Pulmonary hypoplasia - Renal cyst - Renal dysplasia - Rhizomelia - Seizures - Short phalanx of finger - Short toe - Single transverse palmar crease - Small scrotum - Somatic mosaicism - Sparse anterior scalp hair - Sparse eyebrow - Sparse eyelashes - Stenosis of the external auditory canal - Stillbirth - Supernumerary nipple - Umbilical hernia - Ventricular septal defect - Webbed neck - Wide nasal bridge - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.","What are the signs and symptoms of Pallister-Killian mosaic syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for Pallister-Killian mosaic syndrome. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the eyelashes 90% Abnormality of the fingernails 90% Abnormality of the toenails 90% Aplasia/Hypoplasia affecting the eye 90% Autosomal dominant inheritance - Cleft palate - Congenital onset - Depressed nasal bridge - Delayed eruption of teeth - Ectopic labia minora - Facial asymmetry - High forehead - Hypertelorism - Intrauterine growth retardation - Long philtrum - Microdontia - Narrow mouth - Prominent supraorbital ridges - Short nose - Short palpebral fissure - Short stature - Strabismus - Talipes equinovarus - Wide nasal bridge - The Human Phenotype Ontology (HPO) has collected information on how often",0.4211,0.3333,0.3553,0.0
What does an abnormal corneal reflex indicate?,Possible cranial nerve V or VII dysfunction.,Abnormality of the sensory nerve innervating the eye,0.1333,0.0,0.1333,0.0
What is (are) Cataract ?,"National Eye Institute  National Institutes of Health  2020 Vision Place  Bethesda, MD 20892-3655  301-496-5248  E-mail: 2020@nei.nih.gov  www.nei.nih.gov For more information about intraocular lenses, or IOLs, contact:  U.S. Food and Drug Administration  10903 New Hampshire Avenue  Silver Spring, MD 20993-0002  1-888-463-6332  E-mail: webmail@oc.fda.gov","Cataracts are clouding of the lens inside your eye. The lens is clear but cloudy at birth. It can also become cloudy later in life due to aging. If you have cataracts, you may need glasses or contact lenses. You may also need surgery to remove the cloudy lens. There are different types of cataracts. They include - Congenital - A baby's first cataract - Senile - After age 60 - Posterior subcapsular - After an injury to the eye - Uveal - Inherited - A family member with cataracts - Age-related - After age 50 - Posterior capsular - After an injury to the eye - Uvea - Inflammation - An infection - Posterior nuclear - After an injury to the eye - Urethral - After an injury to the eye - Ureteral - After an injury to the eye - Uric acid - After an injury to the eye - Urethral cyst - After an injury to the eye - Urethral diverticulum - After an injury to the eye - Urethral stenosis - After an injury to the eye - Urethral stricture - After an injury to the eye - U",0.0628,0.0,0.0359,0.0
How many people are affected by mucopolysaccharidosis type III ?,"MPS III is the most common type of mucopolysaccharidosis; the estimated incidence of all four types combined is 1 in 70,000 newborns. MPS IIIA and MPS IIIB are much more common than MPS IIIC and MPS IIID.",Mucopolysaccharidosis type III is a rare disorder; its prevalence is unknown.,0.2041,0.0426,0.1224,0.0
Who is at risk for Diabetic Heart Disease? ?,"People who have type 1 or type 2 diabetes are at risk for diabetic heart disease (DHD). Diabetes affects heart disease risk in three major ways.
                
First, diabetes alone is a very serious risk factor for heart disease. Second, when combined with other risk factors, diabetes further raises the risk of heart disease. Third, compared with people who don't have diabetes, people who have the disease are more likely to:
                
Have heart attacks and other heart and blood vessel diseases. In men, the risk is double; in women, the risk is triple.
                
Have more complications after a heart attack, such as angina (chest pain or discomfort) and heart failure.
                
Die from heart disease.
                
The higher your blood sugar level is, the higher your risk of DHD. (A higher than normal blood sugar level is a risk factor for heart disease even in people who don't have diabetes.)
                
Type 2 diabetes raises your risk of having silent heart diseasethat is, heart disease with no signs or symptoms. You can even have a heart attack without feeling symptoms. Diabetes-related nerve damage that blunts heart pain may explain why symptoms aren't noticed.
                
Other Risk Factors
                
Other factors also can raise the risk of coronary heart disease (CHD) in people who have diabetes and in those who don't. You can control most of these risk factors, but some you can't.
                
For a more detailed discussion of these risk factors, go to the Health Topics Coronary Heart Disease Risk Factors article.
                
Risk Factors You Can Control
                
Unhealthy blood cholesterol levels. This includes high LDL cholesterol (sometimes called ""bad"" cholesterol) and low HDL cholesterol (sometimes called ""good"" cholesterol).
                
High blood pressure. Blood pressure is considered high if it stays at or above 140/90 mmHg over time. If you have diabetes or chronic kidney disease, high blood pressure is defined as 130/80 mmHg or higher. (The mmHg is millimeters of mercurythe units used to measure blood pressure.)
                
Smoking. Smoking can damage and tighten blood vessels, lead to unhealthy cholesterol levels, and raise blood pressure. Smoking also can limit how much oxygen reaches the body's tissues.
                
Prediabetes. This is a condition in which your blood sugar level is higher than normal, but not as high as it is in diabetes. If you have prediabetes and don't take steps to manage it, you'll likely develop type 2 diabetes within 10 years.
                
Overweight or obesity. Being overweight or obese raises your risk of heart disease and heart attack. Overweight and obesity also are linked to other heart disease risk factors, such as high blood cholesterol, high blood pressure, and diabetes. Most people who have type 2 diabetes are overweight.
                
Metabolic syndrome. Metabolic syndrome is the name for a group of risk factors that raises your risk of heart disease and type 2 diabetes. Metabolic syndrome also raises your risk of other health problems, such as stroke.
                
Lack of physical activity. Lack of physical activity can worsen other risk factors for heart disease, such as unhealthy blood cholesterol levels, high blood pressure, diabetes, and overweight or obesity.
                
Unhealthy diet. An unhealthy diet can raise your risk of heart disease. Foods that are high in saturated and trans fats, cholesterol, sodium (salt), and sugar can worsen other heart disease risk factors.
                
Stress. Stress and anxiety can trigger your arteries to tighten. This can raise your blood pressure and your risk of having a heart attack. Stress also may indirectly raise your risk of heart disease if it makes you more likely to smoke or overeat foods high in fat and sugar.
                
Risk Factors You Can't Control
                
Age. As you get older, your risk of heart disease and heart attack rises. In men, the risk of heart disease increases after age 45. In women, the risk increases after age 55. In people who have diabetes, the risk of heart disease increases after age 40.
                
Gender. Before age 55, women seem to have a lower risk of heart disease than men. After age 55, however, the risk of heart disease increases similarly in both women and men.
                
Family history of early heart disease. Your risk increases if your father or a brother was diagnosed with heart disease before 55 years of age, or if your mother or a sister was diagnosed with heart disease before 65 years of age.
                
Preeclampsia (pre-e-KLAMP-se-ah). This condition can develop during pregnancy. The two main signs of preeclampsia are a rise in blood pressure and excess protein in the urine. Preeclampsia is linked to an increased lifetime risk of CHD, heart attack, heart failure, and high blood pressure.","Diabetes can cause heart disease by damaging the blood vessels that carry oxygen-rich blood to your body's organs.
                
The most common type of diabetes is type 2 diabetes. Type 2 diabetes occurs when your pancreas (an organ located behind the stomach) doesn't make enough insulin or isn't using it properly. Insulin helps cells throughout your body absorb glucose from food and convert it into energy.
                
Type 2 diabetes usually develops slowly over many years. It often begins with mild symptoms such as feeling tired after exercise or having frequent urination. Over time, however, you may develop high blood pressure, hardening of the arteries, and other signs of heart disease.
                
If you have type 2 diabetes, you're more likely to get heart disease than people who don't have this form of diabetes. For example:
                
People who have type 2 diabetes are more likely to have high blood pressure, which increases their risk of heart disease
                
People who have type 2 diabetes are more likely to have high cholesterol levels, which also increase their risk of heart disease
                
People who have type 2 diabetes are more likely to have high blood sugar levels, which also increase their risk of heart disease
                
People who have type 2 diabetes are more likely to have high",0.3266,0.1313,0.1552,0.0
What are the genetic changes related to isovaleric acidemia ?,"Mutations in the IVD gene cause isovaleric acidemia. The IVD gene provides instructions for making an enzyme that plays an essential role in breaking down proteins from the diet. Specifically, this enzyme helps process the amino acid leucine, which is part of many proteins. If a mutation in the IVD gene reduces or eliminates the activity of this enzyme, the body is unable to break down leucine properly. As a result, an organic acid called isovaleric acid and related compounds build up to harmful levels in the body. This buildup damages the brain and nervous system, causing serious health problems.","Mutations in the ALDH1A1 gene cause isovaleric acidemia. The ALDH1A1 gene provides instructions for making an enzyme called isovaleric acid oxidase (IAOA). This enzyme converts a compound called isovaleric acid into another compound called isovaleryl oxaloacetate. Isovaleryl oxaloacetate is used by cells to produce energy. IAOA also helps regulate the levels of certain molecules that play a role in cell growth and division (proliferation) and the breakdown of proteins (metabolism). Mutations in the ALDH1A1 gene lead to the production of an abnormal version of IAOA that cannot function properly. As a result, isovaleryl oxaloacetate is not converted to its normal form, which prevents the proper functioning of many cellular processes. A shortage of this molecule disrupts the normal development of tissues throughout the body, particularly those involved with protein synthesis (the process by which new proteins are made from existing genes). The resulting abnormalities can affect various organs and systems, including the nervous system, heart, liver, kidneys, and brain.",0.4942,0.2023,0.3012,0.0
What does the 'A' in SMART goals stand for?,Attainable/Action-Oriented - Realistic and achievable for the patient.,Achievability (SMART) is achieved by the patient.,0.375,0.1429,0.375,0.0
What is an example of placing an event in time?,'Did this happen before or after your last hospital visit?',Patient reports having had a bowel movement at 10:30 AM.,0.0,0.0,0.0,0.0
What causes Multicentric Castleman Disease ?,"What causes multicentric Castleman disease? The exact underlying cause of multicentric Castleman disease (MCD) is poorly understood. However, some scientists suspect that an increased production of interleukin-6 (IL-6) by the immune system may contribute to the development of MCD. IL-6 is a substance normally produced by cells within the lymph nodes that helps coordinate the immune response to infection. Increased production of IL-6 may result in an overgrowth of lymphatic cells, leading to many of the signs and symptoms of MCD. It has also been found that a virus called human herpes virus type 8 (also known as HHV-8, Kaposi's sarcoma-associated herpesvirus, or KSHV) is present in many people with MCD. HHV-8 is found in nearly all people who are HIV-positive and develop MCD, and in up to 60% of affected people without HIV. The HHV-8 virus may possibly cause MCD by making its own IL-6.","Scientists do not know the exact cause of multicentric Castleman disease (MCD). However, MCD is thought to result from an abnormal immune system response to certain antigens (foreign substances) that occur naturally in people with MCD.
                
The most common antigens associated with MCD are Epstein-Barr virus (EBV), which is found in many types of cancerous and noncancerous (benign) tumors. EBV infection can also lead to other cancers such as Hodgkin lymphoma and non-Hodgkin lymphoma.
                
Researchers have suggested that EBV infection may trigger the development of MCD by causing the body's immune system to attack its own tissues and organs. The immune system normally protects the body against foreign invaders such as viruses and bacteria. In people with MCD, however, the immune system attacks its own tissues and organs.
                
In some cases, EBV infection leads to the formation of multiple tumors called multicentric Castleman disease. These tumors are usually benign (noncancerous) but sometimes become malignant (cancerous).
                
Other antigens that may contribute to MCD include:
                
HIV (human immunodeficiency virus)
                
Cytomegalovirus (CMV)
                
Human herpesvirus",0.4773,0.1641,0.2054,0.0
What effect do antihistamines have in treating nausea?,They block histamine receptors in the vestibular system to prevent nausea from motion sickness.,They block histamine receptors to reduce nausea.,0.5714,0.3158,0.5714,0.0
What is a review of body systems (ROS) used for?,A review of body systems helps identify symptoms related to different organ systems.,"To assess the patient’s overall health status and identify potential issues such as respiratory, cardiovascular, neurological, digestive, and immune system problems.",0.1714,0.0,0.1143,0.0
What is (are) warfarin resistance ?,"Warfarin resistance is a condition in which individuals have a high tolerance for the drug warfarin. Warfarin is an anticoagulant, which means that it thins the blood, preventing blood clots from forming. Warfarin is often prescribed to prevent blood clots in people with heart valve disease who have replacement heart valves, people with an irregular heart beat (atrial fibrillation), or those with a history of heart attack, stroke, or a prior blood clot in the deep veins of the arms or legs (deep vein thrombosis). There are two types of warfarin resistance: incomplete and complete. Those with incomplete warfarin resistance can achieve the benefits of warfarin treatment with a high dose of warfarin. Individuals with complete warfarin resistance do not respond to warfarin treatment, no matter how high the dose. If people with warfarin resistance require treatment with warfarin and take the average dose, they will remain at risk of developing a potentially harmful blood clot. Both types of warfarin resistance are related to how the body processes warfarin. In some people with warfarin resistance, their blood clotting process does not react effectively to the drug. Others with this resistance rapidly break down (metabolize) warfarin, so the medication is quickly processed by their bodies; these individuals are classified as ""fast metabolizers"" or ""rapid metabolizers"" of warfarin. The severity of these abnormal processes determines whether the warfarin resistance is complete or incomplete. Warfarin resistance does not appear to cause any health problems other than those associated with warfarin drug treatment.","Warfarin resistance refers to the inability of an individual's body to respond normally to warfarin therapy. Warfarin is used to treat blood clots that have formed in the lungs, heart valves, or other parts of the body. Warfarin resistance can lead to serious complications such as stroke, pulmonary embolism, and bleeding from the gastrointestinal tract. Warfarin resistance may occur due to genetic mutations, drug interactions, or poor adherence to treatment. Treatment with warfarin should be adjusted based on the severity of the condition.",0.3063,0.0967,0.1862,0.0
Why is chronic constipation common in older adults?,"Slower metabolism, reduced physical activity, and dietary changes.",Older adults often have reduced bowel movements due to decreased muscle tone and increased risk of dehydration.,0.16,0.0,0.16,0.0
What is the maximum daily dose of Theophylline?,The maximum dose varies but is usually around 900 mg/day.,Theophylline can be taken up to 100 mg per day.,0.1905,0.0,0.1905,0.0
Why are fungi harder to kill than bacteria?,"Their cells contain a nucleus, a protective membrane, and a thick cell wall.",Fungi have spores that can survive for long periods without nutrients.,0.0,0.0,0.0,0.0
What is the advantage of transdermal medication administration?,Transdermal patches provide a continuous release of medication over time without frequent dosing.,It allows for continuous drug delivery without absorption through the skin.,0.1667,0.0,0.1667,0.0
What are the symptoms of FG syndrome 4 ?,"What are the signs and symptoms of FG syndrome 4? The Human Phenotype Ontology provides the following list of signs and symptoms for FG syndrome 4. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Neonatal hypotonia 6/8 Sensorineural hearing impairment 4/6 Feeding difficulties in infancy 5/8 Seizures 5/8 Prominent forehead 3/8 Scoliosis 2/8 Hypertelorism - Intellectual disability - Wide nasal bridge - X-linked inheritance - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.","What are the signs and symptoms of FG syndrome 4? The Human Phenotype Ontology provides the following list of signs and symptoms for FG syndrome 4. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the fingernails 90% Abnormality of the toenails 90% Aplasia/Hypoplasia affecting the distal phalanx of finger 90% Aplasia/Hypoplasia of the radius 90% Autosomal dominant inheritance - Cleft palate - Congenital onset - Delayed skeletal maturation - Finger syndactyly - Long toe - Short toe - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the",0.6727,0.6256,0.6364,0.0
What is (are) Renal Artery Stenosis ?,"The kidneys are two bean-shaped organs, each about the size of a fist. They are located just below the rib cage, one on each side of the spine. Every day, the two kidneys filter about 120 to 150 quarts of blood to produce about 1 to 2 quarts of urine, composed of wastes and extra fluid.","Renal artery stenosis (RAS) is narrowing of the renal arteries that carry blood from the kidneys to the heart. The kidney arteries supply blood to the kidneys through the ureters, which lead to the bladder. RAS can cause pain, swelling, and other symptoms. It may also affect the flow of oxygen-rich blood to the kidneys. RAS is most common in people over age 60. It occurs more often in men than women. RAS is usually not life-threatening, but it can cause serious problems if left untreated. Treatment depends on the severity of the condition. If you have RAS, your doctor will likely recommend - Lifestyle changes such as weight loss, exercise, and quitting smoking - Medications - Surgery - In some cases, surgery may be needed to repair damaged blood vessels. NIH: National Institute of Diabetes and Digestive and Kidney Diseases",0.1735,0.0309,0.1327,0.0
