question,reference,prediction,rouge1,rouge2,rougeL,bleu
What are signs of dehydration in palliative care patients?,"Dry mouth, low urine output, dizziness, and fatigue.","Dry mouth, decreased urine output, and dizziness.",0.8,0.3077,0.6667,0.0
Why should patients avoid overuse of nasal sprays?,They can cause rebound congestion.,Overuse can cause rebound congestion.,0.8,0.75,0.8,0.0
What are the treatments for Trismus-pseudocamptodactyly syndrome ?,How might trismus-pseudocamptodactyly syndrome be treated? While the best treatment options for trismus-pseudocamptodactyly syndrome have not been well established cases of improvement of mouth mobility following surgery and physical therapy have been reported in the medical literature. We recommend that you speak with your healthcare provider to learn more about specific treatment options.,How might trismus-pseudocamptodactyly syndrome be treated? Treatment of trismus-pseudocamptodactyly syndrome (TPS) is based on the signs and symptoms present in each person. Treatment may include: Physical therapy to improve jaw movement and range of motion Surgery to correct jaw deformities and improve jaw function Medications to treat pain and/or infections Splints to help with jaw movement and alignment Orthodontic treatment to correct teeth alignment and improve jaw function,0.381,0.1452,0.2857,0.0
What are the symptoms of Pallister-Killian mosaic syndrome ?,"What are the signs and symptoms of Pallister-Killian mosaic syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for Pallister-Killian mosaic syndrome. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormal hair quantity 90% Aplasia/Hypoplasia of the eyebrow 90% Cognitive impairment 90% Decreased body weight 90% Delayed eruption of teeth 90% Delayed skeletal maturation 90% Downturned corners of mouth 90% Hypohidrosis 90% Joint hypermobility 90% Long philtrum 90% Muscular hypotonia 90% Ptosis 90% Short neck 90% Thin vermilion border 90% Anteverted nares 50% Coarse facial features 50% Frontal bossing 50% Hypertelorism 50% Short nose 50% Telecanthus 50% Upslanted palpebral fissure 50% Abnormality of the soft palate 7.5% Strabismus 7.5% Urogenital fistula 7.5% Anal atresia - Anal stenosis - Anteriorly placed anus - Aortic valve stenosis - Aplasia of the uterus - Atria septal defect - Bifid uvula - Broad foot - Broad palm - Cataract - Cleft palate - Clinodactyly of the 5th finger - Coarctation of aorta - Congenital diaphragmatic hernia - Congenital hip dislocation - Cryptorchidism - Depressed nasal bridge - Epicanthus - Flexion contracture - Full cheeks - Hearing impairment - Hyperpigmented streaks - Hypertonia - Hypertrophic cardiomyopathy - Hypopigmented streaks - Hypoplastic labia majora - Hypospadias - Inguinal hernia - Intellectual disability, profound - Intestinal malrotation - Kyphoscoliosis - Macrocephaly - Macroglossia - Macrotia - Mesomelia - Mesomelic/rhizomelic limb shortening - Obesity - Omphalocele - Patent ductus arteriosus - Postaxial foot polydactyly - Postaxial hand polydactyly - Postnatal microcephaly - Prominent forehead - Proptosis - Pulmonary hypoplasia - Renal cyst - Renal dysplasia - Rhizomelia - Seizures - Short phalanx of finger - Short toe - Single transverse palmar crease - Small scrotum - Somatic mosaicism - Sparse anterior scalp hair - Sparse eyebrow - Sparse eyelashes - Stenosis of the external auditory canal - Stillbirth - Supernumerary nipple - Umbilical hernia - Ventricular septal defect - Webbed neck - Wide nasal bridge - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.","What are the signs and symptoms of Pallister-Killian mosaic syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for Pallister-Killian mosaic syndrome. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the palate 90% Abnormality of the ribs 90% Abnormality of the ureter 90% Cognitive impairment 90% Cryptorchidism 90% Cutaneous finger syndactyly 90% Depressed nasal bridge 90% Epicanthus 90% High forehead 90% Hypertelorism 90% Hypoplasia of penis 90% Hypoplasia of the zygomatic bone 90% Low-set, posteriorly rotated ears 90% Macrocephaly 90%",0.3842,0.2892,0.319,0.0
What does an abnormal corneal reflex indicate?,Possible cranial nerve V or VII dysfunction.,Possible damage to the trigeminal nerve or brainstem.,0.4,0.0,0.4,0.0
What is (are) Cataract ?,"National Eye Institute  National Institutes of Health  2020 Vision Place  Bethesda, MD 20892-3655  301-496-5248  E-mail: 2020@nei.nih.gov  www.nei.nih.gov For more information about intraocular lenses, or IOLs, contact:  U.S. Food and Drug Administration  10903 New Hampshire Avenue  Silver Spring, MD 20993-0002  1-888-463-6332  E-mail: webmail@oc.fda.gov","A cataract is a clouding of the lens of the eye. The lens is a clear part of the eye that helps to focus light, or an image, on the retina. The retina is the light-sensitive tissue at the back of the eye. A cataract causes blurred vision and decreased vision. It may also cause glare, double vision, and slow vision recovery. Cataracts are very common in older people. They are the leading cause of blindness in the United States. Cataracts can be caused by aging, diabetes, medicines, and injury. They can also be caused by exposure to ultraviolet light. Cataracts are treated with surgery. The surgery is very safe and effective. NIH: National Eye Institute",0.0899,0.0227,0.0449,0.0
How many people are affected by mucopolysaccharidosis type III ?,"MPS III is the most common type of mucopolysaccharidosis; the estimated incidence of all four types combined is 1 in 70,000 newborns. MPS IIIA and MPS IIIB are much more common than MPS IIIC and MPS IIID.",MPS III is a rare disorder; its prevalence is unknown.,0.1667,0.087,0.1667,0.0
Who is at risk for Diabetic Heart Disease? ?,"People who have type 1 or type 2 diabetes are at risk for diabetic heart disease (DHD). Diabetes affects heart disease risk in three major ways.
                
First, diabetes alone is a very serious risk factor for heart disease. Second, when combined with other risk factors, diabetes further raises the risk of heart disease. Third, compared with people who don't have diabetes, people who have the disease are more likely to:
                
Have heart attacks and other heart and blood vessel diseases. In men, the risk is double; in women, the risk is triple.
                
Have more complications after a heart attack, such as angina (chest pain or discomfort) and heart failure.
                
Die from heart disease.
                
The higher your blood sugar level is, the higher your risk of DHD. (A higher than normal blood sugar level is a risk factor for heart disease even in people who don't have diabetes.)
                
Type 2 diabetes raises your risk of having silent heart diseasethat is, heart disease with no signs or symptoms. You can even have a heart attack without feeling symptoms. Diabetes-related nerve damage that blunts heart pain may explain why symptoms aren't noticed.
                
Other Risk Factors
                
Other factors also can raise the risk of coronary heart disease (CHD) in people who have diabetes and in those who don't. You can control most of these risk factors, but some you can't.
                
For a more detailed discussion of these risk factors, go to the Health Topics Coronary Heart Disease Risk Factors article.
                
Risk Factors You Can Control
                
Unhealthy blood cholesterol levels. This includes high LDL cholesterol (sometimes called ""bad"" cholesterol) and low HDL cholesterol (sometimes called ""good"" cholesterol).
                
High blood pressure. Blood pressure is considered high if it stays at or above 140/90 mmHg over time. If you have diabetes or chronic kidney disease, high blood pressure is defined as 130/80 mmHg or higher. (The mmHg is millimeters of mercurythe units used to measure blood pressure.)
                
Smoking. Smoking can damage and tighten blood vessels, lead to unhealthy cholesterol levels, and raise blood pressure. Smoking also can limit how much oxygen reaches the body's tissues.
                
Prediabetes. This is a condition in which your blood sugar level is higher than normal, but not as high as it is in diabetes. If you have prediabetes and don't take steps to manage it, you'll likely develop type 2 diabetes within 10 years.
                
Overweight or obesity. Being overweight or obese raises your risk of heart disease and heart attack. Overweight and obesity also are linked to other heart disease risk factors, such as high blood cholesterol, high blood pressure, and diabetes. Most people who have type 2 diabetes are overweight.
                
Metabolic syndrome. Metabolic syndrome is the name for a group of risk factors that raises your risk of heart disease and type 2 diabetes. Metabolic syndrome also raises your risk of other health problems, such as stroke.
                
Lack of physical activity. Lack of physical activity can worsen other risk factors for heart disease, such as unhealthy blood cholesterol levels, high blood pressure, diabetes, and overweight or obesity.
                
Unhealthy diet. An unhealthy diet can raise your risk of heart disease. Foods that are high in saturated and trans fats, cholesterol, sodium (salt), and sugar can worsen other heart disease risk factors.
                
Stress. Stress and anxiety can trigger your arteries to tighten. This can raise your blood pressure and your risk of having a heart attack. Stress also may indirectly raise your risk of heart disease if it makes you more likely to smoke or overeat foods high in fat and sugar.
                
Risk Factors You Can't Control
                
Age. As you get older, your risk of heart disease and heart attack rises. In men, the risk of heart disease increases after age 45. In women, the risk increases after age 55. In people who have diabetes, the risk of heart disease increases after age 40.
                
Gender. Before age 55, women seem to have a lower risk of heart disease than men. After age 55, however, the risk of heart disease increases similarly in both women and men.
                
Family history of early heart disease. Your risk increases if your father or a brother was diagnosed with heart disease before 55 years of age, or if your mother or a sister was diagnosed with heart disease before 65 years of age.
                
Preeclampsia (pre-e-KLAMP-se-ah). This condition can develop during pregnancy. The two main signs of preeclampsia are a rise in blood pressure and excess protein in the urine. Preeclampsia is linked to an increased lifetime risk of CHD, heart attack, heart failure, and high blood pressure.","Diabetic heart disease is a common complication of diabetes. It is the leading cause of death in people with diabetes.
                
Diabetic heart disease is a term used to describe a group of diseases that affect the heart and blood vessels. These diseases include coronary heart disease, heart failure, and cardiac arrhythmias.
                
Coronary Heart Disease
                
Coronary heart disease (CHD) is a disease in which a waxy substance called plaque builds up inside the coronary arteries. These arteries supply oxygen-rich blood to your heart muscle.
                
Plaque buildup narrows the arteries and reduces blood flow to your heart. This can cause chest pain, shortness of breath, or other symptoms. If a plaque ruptures, a blood clot can form on its surface.
                
The blood clot can partially or completely block blood flow in the artery. If the blockage cuts off blood flow to part of the heart muscle, a heart attack may occur.
                
Heart Failure
                
Heart failure is a condition in which",0.2334,0.0708,0.1263,0.0
What are the genetic changes related to isovaleric acidemia ?,"Mutations in the IVD gene cause isovaleric acidemia. The IVD gene provides instructions for making an enzyme that plays an essential role in breaking down proteins from the diet. Specifically, this enzyme helps process the amino acid leucine, which is part of many proteins. If a mutation in the IVD gene reduces or eliminates the activity of this enzyme, the body is unable to break down leucine properly. As a result, an organic acid called isovaleric acid and related compounds build up to harmful levels in the body. This buildup damages the brain and nervous system, causing serious health problems.","Mutations in the IVD gene cause isovaleric acidemia. The IVD gene provides instructions for making an enzyme called isovaleryl-CoA dehydrogenase. This enzyme is involved in the breakdown of the amino acid leucine. Mutations in the IVD gene lead to a shortage (deficiency) of isovaleryl-CoA dehydrogenase. Without enough of this enzyme, the body cannot break down leucine properly. As a result, leucine and its byproducts build up in the body, causing the signs and symptoms of isovaleric acidemia.",0.6369,0.4181,0.5363,0.0
What does the 'A' in SMART goals stand for?,Attainable/Action-Oriented - Realistic and achievable for the patient.,Attainable.,0.2,0.0,0.2,0.0
What is an example of placing an event in time?,'Did this happen before or after your last hospital visit?','The patient fell out of bed at 2:00 AM.',0.0,0.0,0.0,0.0
What causes Multicentric Castleman Disease ?,"What causes multicentric Castleman disease? The exact underlying cause of multicentric Castleman disease (MCD) is poorly understood. However, some scientists suspect that an increased production of interleukin-6 (IL-6) by the immune system may contribute to the development of MCD. IL-6 is a substance normally produced by cells within the lymph nodes that helps coordinate the immune response to infection. Increased production of IL-6 may result in an overgrowth of lymphatic cells, leading to many of the signs and symptoms of MCD. It has also been found that a virus called human herpes virus type 8 (also known as HHV-8, Kaposi's sarcoma-associated herpesvirus, or KSHV) is present in many people with MCD. HHV-8 is found in nearly all people who are HIV-positive and develop MCD, and in up to 60% of affected people without HIV. The HHV-8 virus may possibly cause MCD by making its own IL-6.",The cause of multicentric Castleman disease is unknown. Researchers are studying the role of viruses in the development of the disease.,0.1798,0.0795,0.1573,0.0
What effect do antihistamines have in treating nausea?,They block histamine receptors in the vestibular system to prevent nausea from motion sickness.,"They block histamine receptors, reducing nausea and vomiting.",0.4545,0.3,0.4545,0.0
What is a review of body systems (ROS) used for?,A review of body systems helps identify symptoms related to different organ systems.,To gather information about a patient’s health status and identify any concerns.,0.2308,0.0,0.1538,0.0
What is (are) warfarin resistance ?,"Warfarin resistance is a condition in which individuals have a high tolerance for the drug warfarin. Warfarin is an anticoagulant, which means that it thins the blood, preventing blood clots from forming. Warfarin is often prescribed to prevent blood clots in people with heart valve disease who have replacement heart valves, people with an irregular heart beat (atrial fibrillation), or those with a history of heart attack, stroke, or a prior blood clot in the deep veins of the arms or legs (deep vein thrombosis). There are two types of warfarin resistance: incomplete and complete. Those with incomplete warfarin resistance can achieve the benefits of warfarin treatment with a high dose of warfarin. Individuals with complete warfarin resistance do not respond to warfarin treatment, no matter how high the dose. If people with warfarin resistance require treatment with warfarin and take the average dose, they will remain at risk of developing a potentially harmful blood clot. Both types of warfarin resistance are related to how the body processes warfarin. In some people with warfarin resistance, their blood clotting process does not react effectively to the drug. Others with this resistance rapidly break down (metabolize) warfarin, so the medication is quickly processed by their bodies; these individuals are classified as ""fast metabolizers"" or ""rapid metabolizers"" of warfarin. The severity of these abnormal processes determines whether the warfarin resistance is complete or incomplete. Warfarin resistance does not appear to cause any health problems other than those associated with warfarin drug treatment.","Warfarin resistance is a condition in which the blood-thinning medication warfarin does not work as expected. Warfarin is used to prevent blood clots from forming in the blood vessels. Warfarin resistance is most commonly seen in people with a genetic condition called factor V Leiden thrombophilia. This condition causes the blood to clot more easily than normal. People with factor V Leiden thrombophilia are at increased risk of developing blood clots in the veins of the legs (deep vein thrombosis) or in the lungs (pulmonary embolism). Warfarin resistance is also seen in people with other genetic conditions that affect blood clotting. In these cases, warfarin resistance is usually mild and does not cause serious health problems.",0.4262,0.2033,0.2842,0.0
Why is chronic constipation common in older adults?,"Slower metabolism, reduced physical activity, and dietary changes.","Decreased physical activity, medication side effects, and dietary changes contribute to constipation.",0.5,0.3333,0.5,0.0
What is the maximum daily dose of Theophylline?,The maximum dose varies but is usually around 900 mg/day.,The maximum daily dose is 400 mg.,0.5556,0.125,0.5556,0.0
Why are fungi harder to kill than bacteria?,"Their cells contain a nucleus, a protective membrane, and a thick cell wall.",Fungi have a tough cell wall that is resistant to many antifungal medications.,0.2308,0.0833,0.2308,0.0
What is the advantage of transdermal medication administration?,Transdermal patches provide a continuous release of medication over time without frequent dosing.,It provides a steady release of medication over time.,0.6364,0.5,0.6364,0.0
What are the symptoms of FG syndrome 4 ?,"What are the signs and symptoms of FG syndrome 4? The Human Phenotype Ontology provides the following list of signs and symptoms for FG syndrome 4. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Neonatal hypotonia 6/8 Sensorineural hearing impairment 4/6 Feeding difficulties in infancy 5/8 Seizures 5/8 Prominent forehead 3/8 Scoliosis 2/8 Hypertelorism - Intellectual disability - Wide nasal bridge - X-linked inheritance - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.","What are the signs and symptoms of FG syndrome 4? The Human Phenotype Ontology provides the following list of signs and symptoms for FG syndrome 4. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the palate 90% Abnormality of the pinna 90% Abnormality of the voice 90% Cognitive impairment 90% Cryptorchidism 90% Cutaneous hyperpigmentation 90% Hypertrichosis 90% Hypertelorism 90% Hypoplasia of the zygomatic bone 90% Long philtrum 90% Low-set, posteriorly rotated ears 90% Macrotia 90% Microcephaly 90% Narrow mouth 90% Neurological speech impairment 90% Ptosis 90% Short",0.4186,0.374,0.4083,0.0
What is (are) Renal Artery Stenosis ?,"The kidneys are two bean-shaped organs, each about the size of a fist. They are located just below the rib cage, one on each side of the spine. Every day, the two kidneys filter about 120 to 150 quarts of blood to produce about 1 to 2 quarts of urine, composed of wastes and extra fluid.","The kidneys are two bean-shaped organs, each about the size of a fist. They are located just below the rib cage, one on each side of the spine. Every day, the kidneys filter about 120 to 150 quarts of blood to produce about 1 to 2 quarts of urine, composed of wastes and extra fluid. The urine flows from the kidneys to the bladder through tubes called ureters. The bladder stores urine. When the bladder empties, urine flows out of the body through a tube called the urethra.",0.7671,0.75,0.7671,0.0
