question,reference,prediction,rouge1,rouge2,rougeL,bleu
Why do antibiotics not always help with otitis externa?,"Otitis externa is often caused by a fungal or viral infection, which antibiotics do not treat.","Otitis externa is caused by bacteria, but the infection is often superficial and not deep enough for antibiotics to be effective.",0.4865,0.2286,0.3784,0.0
Why is it important to confirm patient ID before wound assessment?,To prevent errors and ensure the correct patient receives the appropriate care.,To prevent errors and ensure accurate documentation.,0.5263,0.4706,0.5263,0.0
What are the symptoms of Metaphyseal dysplasia maxillary hypoplasia brachydactyly ?,"What are the signs and symptoms of Metaphyseal dysplasia maxillary hypoplasia brachydactyly? The Human Phenotype Ontology provides the following list of signs and symptoms for Metaphyseal dysplasia maxillary hypoplasia brachydactyly. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of dental color 90% Brachydactyly syndrome 90% Convex nasal ridge 90% Short philtrum 90% Short stature 90% Thin vermilion border 90% Abnormal form of the vertebral bodies 50% Abnormality of the femur 50% Abnormality of the humerus 50% Camptodactyly of finger 50% Craniofacial hyperostosis 50% Reduced bone mineral density 50% Cerebral cortical atrophy 7.5% Recurrent fractures 7.5% Autosomal dominant inheritance - Flared metaphysis - Hypoplasia of the maxilla - Metaphyseal dysplasia - Multiple small vertebral fractures - Osteoporosis of vertebrae - Platyspondyly - Premature loss of teeth - Short 5th metacarpal - Short middle phalanx of the 2nd finger - Short middle phalanx of the 5th finger - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.","What are the signs and symptoms of Metaphyseal dysplasia maxillary hypoplasia brachydactyly? The Human Phenotype Ontology provides the following list of signs and symptoms for Metaphyseal dysplasia maxillary hypoplasia brachydactyly. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the metaphyses 90% Brachydactyly syndrome 90% Cognitive impairment 90% Hypertelorism 90% Hypoplasia of the maxilla 90% Macrocephaly 90% Microcephaly 90% Narrow mouth 90% Short stature 90% Abnormality of the hip bone 50% Abnormality of the palate 50% Abnormality of the ribs 50% Aplasia/Hypoplasia of the lungs 50% Aplasia/Hypoplasia of the radius 50% Aplasia/Hypoplasia of the thumb 50% Aplasia/Hypoplasia of the tibia 50% Aplasia",0.4937,0.411,0.4515,0.0
Where are murmurs of aortic stenosis and aortic regurgitation best heard?,These murmurs are best heard at the aortic auscultation area.,"Aortic stenosis is best heard at the aortic area, and aortic regurgitation is best heard at the mitral area.",0.4138,0.2963,0.4138,0.0
What are signs of dehydration in palliative care patients?,"Dry mouth, low urine output, dizziness, and fatigue.","Dry mucous membranes, decreased urine output, and increased heart rate.",0.4444,0.125,0.4444,0.0
Why should patients avoid overuse of nasal sprays?,They can cause rebound congestion.,Overuse can lead to nasal dryness and irritation.,0.1538,0.0,0.1538,0.0
What are the treatments for Trismus-pseudocamptodactyly syndrome ?,How might trismus-pseudocamptodactyly syndrome be treated? While the best treatment options for trismus-pseudocamptodactyly syndrome have not been well established cases of improvement of mouth mobility following surgery and physical therapy have been reported in the medical literature. We recommend that you speak with your healthcare provider to learn more about specific treatment options.,These resources address the diagnosis or management of Trismus-pseudocamptodactyly syndrome: - Gene Review: Gene Review: Trismus-Pseudocamptodactyly Syndrome - Genetic Testing Registry: Trismus-pseudocamptodactyly syndrome These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care,0.2667,0.0971,0.1714,0.0
What are the symptoms of Pallister-Killian mosaic syndrome ?,"What are the signs and symptoms of Pallister-Killian mosaic syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for Pallister-Killian mosaic syndrome. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormal hair quantity 90% Aplasia/Hypoplasia of the eyebrow 90% Cognitive impairment 90% Decreased body weight 90% Delayed eruption of teeth 90% Delayed skeletal maturation 90% Downturned corners of mouth 90% Hypohidrosis 90% Joint hypermobility 90% Long philtrum 90% Muscular hypotonia 90% Ptosis 90% Short neck 90% Thin vermilion border 90% Anteverted nares 50% Coarse facial features 50% Frontal bossing 50% Hypertelorism 50% Short nose 50% Telecanthus 50% Upslanted palpebral fissure 50% Abnormality of the soft palate 7.5% Strabismus 7.5% Urogenital fistula 7.5% Anal atresia - Anal stenosis - Anteriorly placed anus - Aortic valve stenosis - Aplasia of the uterus - Atria septal defect - Bifid uvula - Broad foot - Broad palm - Cataract - Cleft palate - Clinodactyly of the 5th finger - Coarctation of aorta - Congenital diaphragmatic hernia - Congenital hip dislocation - Cryptorchidism - Depressed nasal bridge - Epicanthus - Flexion contracture - Full cheeks - Hearing impairment - Hyperpigmented streaks - Hypertonia - Hypertrophic cardiomyopathy - Hypopigmented streaks - Hypoplastic labia majora - Hypospadias - Inguinal hernia - Intellectual disability, profound - Intestinal malrotation - Kyphoscoliosis - Macrocephaly - Macroglossia - Macrotia - Mesomelia - Mesomelic/rhizomelic limb shortening - Obesity - Omphalocele - Patent ductus arteriosus - Postaxial foot polydactyly - Postaxial hand polydactyly - Postnatal microcephaly - Prominent forehead - Proptosis - Pulmonary hypoplasia - Renal cyst - Renal dysplasia - Rhizomelia - Seizures - Short phalanx of finger - Short toe - Single transverse palmar crease - Small scrotum - Somatic mosaicism - Sparse anterior scalp hair - Sparse eyebrow - Sparse eyelashes - Stenosis of the external auditory canal - Stillbirth - Supernumerary nipple - Umbilical hernia - Ventricular septal defect - Webbed neck - Wide nasal bridge - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.","What are the signs and symptoms of Pallister-Killian mosaic syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for Pallister-Killian mosaic syndrome. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the palate 90% Abnormality of the pinna 90% Aplasia/Hypoplasia of the eyebrow 90% Cognitive impairment 90% Depressed nasal bridge 90% Epicanthus 90% Hypertelorism 90% Low-set, posteriorly rotated ears 90% Microcephaly 90% Narrow forehead 90% Prominent nasal bridge 90% Short nose 90% Short stature 90% Upslanted palpebral fissure 90% Abnormality of the fingernails 50% Abnormality of the hip bone 50% Abnormality of the ribs 50% Aplasia/Hypoplasia of the eyebrow 50% Aplasia/Hypoplasia of",0.4415,0.3207,0.3558,0.0
What does an abnormal corneal reflex indicate?,Possible cranial nerve V or VII dysfunction.,Cranial nerve III (Oculomotor) dysfunction.,0.5,0.2,0.5,0.0
What is (are) Cataract ?,"National Eye Institute  National Institutes of Health  2020 Vision Place  Bethesda, MD 20892-3655  301-496-5248  E-mail: 2020@nei.nih.gov  www.nei.nih.gov For more information about intraocular lenses, or IOLs, contact:  U.S. Food and Drug Administration  10903 New Hampshire Avenue  Silver Spring, MD 20993-0002  1-888-463-6332  E-mail: webmail@oc.fda.gov","A cataract is a clouding of the lens of the eye. It is the most common cause of vision loss in older people. Cataracts can occur in both eyes. They can affect one or both eyes. Cataracts can be present at birth or they can develop over time. Cataracts can be caused by - Aging - Injury to the eye - Certain diseases, such as diabetes - Exposure to ultraviolet (UV) rays from the sun - Certain medicines, such as steroids - Smoking - Family history Cataracts can be treated with surgery. The surgery is called cataract surgery. It is a safe and common procedure. It is the most common surgery performed in the United States.",0.0588,0.0,0.0588,0.0
How many people are affected by mucopolysaccharidosis type III ?,"MPS III is the most common type of mucopolysaccharidosis; the estimated incidence of all four types combined is 1 in 70,000 newborns. MPS IIIA and MPS IIIB are much more common than MPS IIIC and MPS IIID.",MPS III is a rare disorder; its prevalence is unknown.,0.1667,0.087,0.1667,0.0
Who is at risk for Diabetic Heart Disease? ?,"People who have type 1 or type 2 diabetes are at risk for diabetic heart disease (DHD). Diabetes affects heart disease risk in three major ways.
                
First, diabetes alone is a very serious risk factor for heart disease. Second, when combined with other risk factors, diabetes further raises the risk of heart disease. Third, compared with people who don't have diabetes, people who have the disease are more likely to:
                
Have heart attacks and other heart and blood vessel diseases. In men, the risk is double; in women, the risk is triple.
                
Have more complications after a heart attack, such as angina (chest pain or discomfort) and heart failure.
                
Die from heart disease.
                
The higher your blood sugar level is, the higher your risk of DHD. (A higher than normal blood sugar level is a risk factor for heart disease even in people who don't have diabetes.)
                
Type 2 diabetes raises your risk of having silent heart diseasethat is, heart disease with no signs or symptoms. You can even have a heart attack without feeling symptoms. Diabetes-related nerve damage that blunts heart pain may explain why symptoms aren't noticed.
                
Other Risk Factors
                
Other factors also can raise the risk of coronary heart disease (CHD) in people who have diabetes and in those who don't. You can control most of these risk factors, but some you can't.
                
For a more detailed discussion of these risk factors, go to the Health Topics Coronary Heart Disease Risk Factors article.
                
Risk Factors You Can Control
                
Unhealthy blood cholesterol levels. This includes high LDL cholesterol (sometimes called ""bad"" cholesterol) and low HDL cholesterol (sometimes called ""good"" cholesterol).
                
High blood pressure. Blood pressure is considered high if it stays at or above 140/90 mmHg over time. If you have diabetes or chronic kidney disease, high blood pressure is defined as 130/80 mmHg or higher. (The mmHg is millimeters of mercurythe units used to measure blood pressure.)
                
Smoking. Smoking can damage and tighten blood vessels, lead to unhealthy cholesterol levels, and raise blood pressure. Smoking also can limit how much oxygen reaches the body's tissues.
                
Prediabetes. This is a condition in which your blood sugar level is higher than normal, but not as high as it is in diabetes. If you have prediabetes and don't take steps to manage it, you'll likely develop type 2 diabetes within 10 years.
                
Overweight or obesity. Being overweight or obese raises your risk of heart disease and heart attack. Overweight and obesity also are linked to other heart disease risk factors, such as high blood cholesterol, high blood pressure, and diabetes. Most people who have type 2 diabetes are overweight.
                
Metabolic syndrome. Metabolic syndrome is the name for a group of risk factors that raises your risk of heart disease and type 2 diabetes. Metabolic syndrome also raises your risk of other health problems, such as stroke.
                
Lack of physical activity. Lack of physical activity can worsen other risk factors for heart disease, such as unhealthy blood cholesterol levels, high blood pressure, diabetes, and overweight or obesity.
                
Unhealthy diet. An unhealthy diet can raise your risk of heart disease. Foods that are high in saturated and trans fats, cholesterol, sodium (salt), and sugar can worsen other heart disease risk factors.
                
Stress. Stress and anxiety can trigger your arteries to tighten. This can raise your blood pressure and your risk of having a heart attack. Stress also may indirectly raise your risk of heart disease if it makes you more likely to smoke or overeat foods high in fat and sugar.
                
Risk Factors You Can't Control
                
Age. As you get older, your risk of heart disease and heart attack rises. In men, the risk of heart disease increases after age 45. In women, the risk increases after age 55. In people who have diabetes, the risk of heart disease increases after age 40.
                
Gender. Before age 55, women seem to have a lower risk of heart disease than men. After age 55, however, the risk of heart disease increases similarly in both women and men.
                
Family history of early heart disease. Your risk increases if your father or a brother was diagnosed with heart disease before 55 years of age, or if your mother or a sister was diagnosed with heart disease before 65 years of age.
                
Preeclampsia (pre-e-KLAMP-se-ah). This condition can develop during pregnancy. The two main signs of preeclampsia are a rise in blood pressure and excess protein in the urine. Preeclampsia is linked to an increased lifetime risk of CHD, heart attack, heart failure, and high blood pressure.","Diabetes is a major risk factor for heart disease. The risk of heart disease increases with the length of time that a person has had diabetes.
                
Diabetes also increases the risk of heart disease in people who have other risk factors for heart disease, such as high blood pressure, high blood cholesterol, and smoking.
                
Diabetes and Heart Disease
                
Diabetes is a disease in which the body can't make enough insulin or can't use its insulin properly. Insulin is a hormone made by the pancreas. The pancreas is an organ in the abdomen that helps the body use glucose (sugar) for energy.
                
Diabetes is the leading cause of heart disease and stroke in the United States.
                
Diabetes and Heart Disease Risk Factors
                
Diabetes increases the risk of heart disease by raising the risk of other risk factors for heart disease. These risk factors include:
                
High blood pressure.
                
High blood cholesterol.
                
High blood glucose (sugar) levels.
                
High levels of triglycerides (a type of fat) in the blood.
                
Inflammation.
                
Insulin resistance.
                
The risk of heart disease also increases with the severity of diabetes.
                
Diabetes and Heart Disease",0.3226,0.171,0.2019,0.0
What are the genetic changes related to isovaleric acidemia ?,"Mutations in the IVD gene cause isovaleric acidemia. The IVD gene provides instructions for making an enzyme that plays an essential role in breaking down proteins from the diet. Specifically, this enzyme helps process the amino acid leucine, which is part of many proteins. If a mutation in the IVD gene reduces or eliminates the activity of this enzyme, the body is unable to break down leucine properly. As a result, an organic acid called isovaleric acid and related compounds build up to harmful levels in the body. This buildup damages the brain and nervous system, causing serious health problems.","Mutations in the IVD gene cause isovaleric acidemia. The IVD gene provides instructions for making the enzyme isovaleryl-CoA dehydrogenase. This enzyme is found in the mitochondria, which are structures within cells that convert the energy from food into a form that cells can use. The IVD gene mutations that cause isovaleric acidemia lead to the production of an isovaleryl-CoA dehydrogenase enzyme that is missing or nonfunctional. Without functional isovaleryl-CoA dehydrogenase, the body is unable to break down isovaleric acid. As a result, isovaleric acid accumulates in the blood and tissues, causing the signs and symptoms of isovaleric acidemia.",0.5572,0.2915,0.4279,0.0
What does the 'A' in SMART goals stand for?,Attainable/Action-Oriented - Realistic and achievable for the patient.,Actionable: The goal should be specific and measurable.,0.3529,0.0,0.2353,0.0
What is an example of placing an event in time?,'Did this happen before or after your last hospital visit?','The patient reported a sudden onset of shortness of breath and chest pain at 10:00 AM.',0.0,0.0,0.0,0.0
What causes Multicentric Castleman Disease ?,"What causes multicentric Castleman disease? The exact underlying cause of multicentric Castleman disease (MCD) is poorly understood. However, some scientists suspect that an increased production of interleukin-6 (IL-6) by the immune system may contribute to the development of MCD. IL-6 is a substance normally produced by cells within the lymph nodes that helps coordinate the immune response to infection. Increased production of IL-6 may result in an overgrowth of lymphatic cells, leading to many of the signs and symptoms of MCD. It has also been found that a virus called human herpes virus type 8 (also known as HHV-8, Kaposi's sarcoma-associated herpesvirus, or KSHV) is present in many people with MCD. HHV-8 is found in nearly all people who are HIV-positive and develop MCD, and in up to 60% of affected people without HIV. The HHV-8 virus may possibly cause MCD by making its own IL-6.","What causes multicentric Castleman disease? The cause of multicentric Castleman disease (MCD) is unknown. However, it is thought to be an autoimmune disorder. This means that the body's immune system attacks the body's own cells and tissues. In MCD, the immune system attacks the lymph nodes and other parts of the body.",0.3507,0.1531,0.2464,0.0
What effect do antihistamines have in treating nausea?,They block histamine receptors in the vestibular system to prevent nausea from motion sickness.,They reduce nausea by blocking histamine receptors.,0.4762,0.2105,0.381,0.0
What is a review of body systems (ROS) used for?,A review of body systems helps identify symptoms related to different organ systems.,A ROS is used to assess the patient’s overall health status and identify any potential problems.,0.2,0.0,0.1333,0.0
What is (are) warfarin resistance ?,"Warfarin resistance is a condition in which individuals have a high tolerance for the drug warfarin. Warfarin is an anticoagulant, which means that it thins the blood, preventing blood clots from forming. Warfarin is often prescribed to prevent blood clots in people with heart valve disease who have replacement heart valves, people with an irregular heart beat (atrial fibrillation), or those with a history of heart attack, stroke, or a prior blood clot in the deep veins of the arms or legs (deep vein thrombosis). There are two types of warfarin resistance: incomplete and complete. Those with incomplete warfarin resistance can achieve the benefits of warfarin treatment with a high dose of warfarin. Individuals with complete warfarin resistance do not respond to warfarin treatment, no matter how high the dose. If people with warfarin resistance require treatment with warfarin and take the average dose, they will remain at risk of developing a potentially harmful blood clot. Both types of warfarin resistance are related to how the body processes warfarin. In some people with warfarin resistance, their blood clotting process does not react effectively to the drug. Others with this resistance rapidly break down (metabolize) warfarin, so the medication is quickly processed by their bodies; these individuals are classified as ""fast metabolizers"" or ""rapid metabolizers"" of warfarin. The severity of these abnormal processes determines whether the warfarin resistance is complete or incomplete. Warfarin resistance does not appear to cause any health problems other than those associated with warfarin drug treatment.","Warfarin resistance is a condition that affects the way the body processes a blood-thinning drug called warfarin. Warfarin is used to prevent blood clots in people who have had a stroke or heart attack. Warfarin also is used to prevent blood clots in people who have a heart valve disorder called atrial fibrillation. Warfarin resistance occurs when the body is unable to process warfarin properly, which leads to an increased risk of blood clots. Warfarin resistance is caused by mutations in the VKORC1 gene. This condition is inherited in an autosomal dominant pattern.",0.4023,0.1701,0.2449,0.0
Why is chronic constipation common in older adults?,"Slower metabolism, reduced physical activity, and dietary changes.","Decreased muscle tone, reduced fluid intake, and medication side effects.",0.2222,0.0,0.2222,0.0
What is the maximum daily dose of Theophylline?,The maximum dose varies but is usually around 900 mg/day.,The maximum daily dose is 800 mg.,0.5556,0.125,0.5556,0.0
Why are fungi harder to kill than bacteria?,"Their cells contain a nucleus, a protective membrane, and a thick cell wall.",Fungi have a thicker cell wall and can form resistant structures like spores.,0.3077,0.0833,0.2308,0.0
What is the advantage of transdermal medication administration?,Transdermal patches provide a continuous release of medication over time without frequent dosing.,It allows for sustained drug release and reduces the risk of systemic side effects.,0.1481,0.0,0.1481,0.0
What are the symptoms of FG syndrome 4 ?,"What are the signs and symptoms of FG syndrome 4? The Human Phenotype Ontology provides the following list of signs and symptoms for FG syndrome 4. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Neonatal hypotonia 6/8 Sensorineural hearing impairment 4/6 Feeding difficulties in infancy 5/8 Seizures 5/8 Prominent forehead 3/8 Scoliosis 2/8 Hypertelorism - Intellectual disability - Wide nasal bridge - X-linked inheritance - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.","What are the signs and symptoms of FG syndrome 4? The Human Phenotype Ontology provides the following list of signs and symptoms for FG syndrome 4. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the palate 90% Abnormality of the pinna 90% Aplasia/Hypoplasia of the eyebrow 90% Cognitive impairment 90% Depressed nasal bridge 90% Epicanthus 90% Hypertelorism 90% Low-set, posteriorly rotated ears 90% Microcephaly 90% Narrow forehead 90% Prominent nasal bridge 90% Short nose 90% Short philtrum 90% Strabismus 90% Upslanted palpebral fissure 90% Abnormality of the eyelashes 50% Abnormality of the hip bone 50% Abnormality of the ribs 50% Aplasia/Hypoplasia of the eyebrow 50% Aplasia/Hypop",0.445,0.3587,0.4108,0.0
What is (are) Renal Artery Stenosis ?,"The kidneys are two bean-shaped organs, each about the size of a fist. They are located just below the rib cage, one on each side of the spine. Every day, the two kidneys filter about 120 to 150 quarts of blood to produce about 1 to 2 quarts of urine, composed of wastes and extra fluid.","The renal artery is the main blood vessel that carries blood to the kidneys. Renal artery stenosis is a narrowing of the renal artery. It can occur in one or both arteries. The narrowing can be caused by plaque, a fatty substance that builds up inside the artery. The plaque can be caused by high blood pressure, high cholesterol, smoking, diabetes, or a family history of atherosclerosis. The narrowing can also be caused by a blood clot or a tumor. The narrowing can cause high blood pressure in the kidneys. This can lead to kidney failure. The symptoms of renal artery stenosis are - High blood pressure in the kidneys - High blood pressure in the body - Kidney failure - A headache - Dizziness - Nausea - Vomiting - Chest pain - Shortness of breath - Fatigue - Weakness - Loss of appetite - Weight loss - Loss of sleep - Trouble concentrating - Trouble remembering - Trouble with vision - Trouble with balance - Trouble with walking - Leg pain - Leg swelling - Leg numbness - Leg weakness - Leg cramps - Leg pain when standing - Leg pain when walking - Leg pain when sitting - Leg pain when lying down - Leg pain when urinating - Leg pain when coughing - Leg pain when sneezing - Leg pain when exercising - Leg pain when standing for long periods of time - Leg pain when climbing stairs",0.1439,0.0229,0.1136,0.0
